provider,elapsed_seconds,stock_count,success_count,failed_count,success_rate,trading_days,complete_history_count,complete_history_rate,avg_history_days,result_rows,output_csv,errors
mootdx,7.219,3,0,3,0.0,5,0,0.0,0.0,0,provider_outputs_smoke_mootdx_fixed/mootdx_high_volume_stocks.csv,"['395001: time data ""0-00-00 15:00"" doesn\'t match format ""%Y-%m-%d %H:%M"". You might want to try:\n    - passing `format` if your strings have a consistent format;\n    - passing `format=\'ISO8601\'` if your strings are all ISO8601 but not necessarily in exactly the same format;\n    - passing `format=\'mixed\'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.', '395002: time data ""0-00-00 15:00"" doesn\'t match format ""%Y-%m-%d %H:%M"". You might want to try:\n    - passing `format` if your strings have a consistent format;\n    - passing `format=\'ISO8601\'` if your strings are all ISO8601 but not necessarily in exactly the same format;\n    - passing `format=\'mixed\'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.', '395004: time data ""0-00-00 15:00"" doesn\'t match format ""%Y-%m-%d %H:%M"". You might want to try:\n    - passing `format` if your strings have a consistent format;\n    - passing `format=\'ISO8601\'` if your strings are all ISO8601 but not necessarily in exactly the same format;\n    - passing `format=\'mixed\'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.']"
