provider,elapsed_seconds,stock_count,success_count,failed_count,success_rate,trading_days,complete_history_count,complete_history_rate,avg_history_days,result_rows,output_csv,errors
baostock,104.19,3,3,0,1.0,5,3,1.0,5.0,3,provider_outputs_smoke_baostock_workers/baostock_high_volume_stocks.csv,[]
