provider,elapsed_seconds,stock_count,success_count,failed_count,success_rate,trading_days,result_rows,output_csv,errors
baostock,132.298,3,2,1,0.6667,5,2,provider_outputs_smoke/baostock_high_volume_stocks.csv,['000044: empty history']
