provider,elapsed_seconds,stock_count,success_count,failed_count,success_rate,trading_days,complete_history_count,complete_history_rate,avg_history_days,result_rows,output_csv,errors
mootdx,28.699,10,9,1,0.9,5,9,1.0,5.0,9,provider_outputs_resume_smoke_mootdx/mootdx_high_volume_stocks.csv,['000004: empty history']
