provider,elapsed_seconds,stock_count,success_count,failed_count,success_rate,trading_days,complete_history_count,complete_history_rate,avg_history_days,result_rows,output_csv,errors
mootdx,7.555,3,2,1,0.6667,5,2,1.0,5.0,2,provider_outputs_smoke_mootdx_dates/mootdx_high_volume_stocks.csv,['000004: empty history']
