provider,elapsed_seconds,stock_count,success_count,failed_count,success_rate,trading_days,complete_history_count,complete_history_rate,avg_history_days,result_rows,output_csv,errors
mootdx,3490.707,6414,3666,2748,0.5716,5,3653,0.9965,4.99,193,provider_outputs_full_mootdx_20260608_20260612/mootdx_high_volume_stocks.csv,"['000090: empty history', '000096: empty history', '000004: empty history', '000151: empty history', '000065: empty history', '000009: empty history', '000008: empty history', '000404: empty history', '000407: empty history', '000408: empty history', '000419: empty history', '000403: empty history', '000409: empty history', '000517: empty history', '000518: empty history', '000526: empty history', '000528: empty history', '000529: empty history', '000530: empty history', '000421: empty history']"
