provider,elapsed_seconds,stock_count,success_count,failed_count,success_rate,trading_days,result_rows,output_csv,errors
tdx2db,0,0,0,0,0,5,0,,['tdx2db provider requires --tdx2db-csv or --tdx2db-sqlite']
